"id"	"sex"	"age"	"height"	"weight"	"headband"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"eyepatch"	"sword.time"	"beard.length"	"fav.pixar"	"grogg"
"572"	572	"female"	35	153.05	57.3	"yes"	"JSSFP"	16	56	3	"Blackbeard"	"scimitar"	1	3.35	0	"Inside Out"	13
"573"	573	"female"	27	177.11	79.2	"yes"	"CCCC"	9	3	3	"Jack Sparrow"	"cutlass"	0	1.7	1	"Finding Nemo"	4
"574"	574	"male"	29	168.89	68.2	"yes"	"CCCC"	11	77	2	"Jack Sparrow"	"cutlass"	0	1.6	22	"Finding Nemo"	8
"575"	575	"female"	32	156.42	52.3	"yes"	"JSSFP"	6	5	1	"Lewis Scot"	"cutlass"	1	1.17	1	"Toy Story 2"	18
"576"	576	"male"	28	192.92	88.1	"yes"	"CCCC"	11	30	0	"Jack Sparrow"	"cutlass"	1	1.19	27	"The Incredibles"	8
"577"	577	"female"	25	176.26	79.8	"yes"	"CCCC"	8	19	6	"Anicetus"	"cutlass"	0	1.89	0	"The Incredibles"	20
"578"	578	"male"	27	169.74	61.7	"yes"	"CCCC"	12	17	14	"Anicetus"	"cutlass"	1	0.7	22	"Inside Out"	14
"579"	579	"female"	25	150.92	58.5	"yes"	"CCCC"	14	4	3	"Hook"	"cutlass"	1	0.24	0	"Inside Out"	6
"580"	580	"female"	17	146.93	53.4	"yes"	"CCCC"	10	8	1	"Lewis Scot"	"cutlass"	1	0.14	1	"Inside Out"	8
"581"	581	"male"	31	178.12	73	"no"	"JSSFP"	3	15	4	"Jack Sparrow"	"scimitar"	1	3.7	6	"Up"	8
"582"	582	"female"	31	177.83	74.9	"yes"	"JSSFP"	13	22	2	"Jack Sparrow"	"cutlass"	1	0.99	0	"Inside Out"	9
"583"	583	"male"	22	179.81	83.4	"no"	"CCCC"	6	0	1	"Jack Sparrow"	"banana"	1	55.13	8	"Inside Out"	11
"584"	584	"male"	21	167.65	71.8	"yes"	"CCCC"	4	28	6	"Jack Sparrow"	"cutlass"	1	0.1	6	"Inside Out"	11
"585"	585	"other"	27	184.81	79.5	"yes"	"CCCC"	10	0	4	"Anicetus"	"cutlass"	0	0.65	21	"Finding Nemo"	11
"586"	586	"male"	32	167.82	63.4	"yes"	"JSSFP"	11	9	1	"Hook"	"cutlass"	0	2.65	18	"Up"	12
"587"	587	"male"	17	169.67	72	"yes"	"CCCC"	9	8	0	"Jack Sparrow"	"cutlass"	1	0.5	19	"The Incredibles"	10
"588"	588	"male"	16	180.6	84.5	"yes"	"CCCC"	11	21	2	"Jack Sparrow"	"cutlass"	1	0.51	18	"Inside Out"	12
"589"	589	"male"	22	179.33	79.9	"yes"	"CCCC"	13	15	0	"Jack Sparrow"	"cutlass"	0	0	26	"Finding Nemo"	15
"590"	590	"male"	22	163.93	71.3	"yes"	"CCCC"	9	19	1	"Jack Sparrow"	"cutlass"	1	0.25	20	"A Bug's Life"	13
"591"	591	"female"	28	156.16	56.1	"yes"	"CCCC"	6	27	3	"Lewis Scot"	"cutlass"	0	1.39	1	"Monsters, Inc."	7
"592"	592	"male"	25	188.69	95.1	"no"	"CCCC"	3	46	0	"Edward Low"	"banana"	1	16.32	11	"Inside Out"	9
"593"	593	"male"	31	169.13	67.4	"yes"	"JSSFP"	9	5	0	"Jack Sparrow"	"sabre"	1	3.83	22	"Inside Out"	9
"594"	594	"female"	25	165.39	67.5	"yes"	"CCCC"	14	17	0	"Jack Sparrow"	"sabre"	1	0.64	0	"Inside Out"	16
"595"	595	"female"	38	164.45	65.5	"no"	"JSSFP"	6	34	4	"Blackbeard"	"scimitar"	1	13.68	1	"Inside Out"	6
"596"	596	"male"	24	169.04	68.5	"yes"	"CCCC"	7	13	2	"Jack Sparrow"	"cutlass"	0	0.19	13	"Finding Nemo"	10
"597"	597	"female"	14	162.72	60.9	"no"	"CCCC"	4	12	1	"Jack Sparrow"	"scimitar"	1	12.78	0	"Inside Out"	10
"598"	598	"female"	35	159.3	59.6	"yes"	"JSSFP"	12	50	0	"Hook"	"cutlass"	0	0.11	0	"WALL-E"	14
"599"	599	"female"	35	149.11	53.6	"no"	"JSSFP"	2	28	11	"Edward Low"	"banana"	0	3.83	1	"WALL-E"	11
"600"	600	"male"	27	190.79	89.1	"yes"	"CCCC"	11	30	0	"Jack Sparrow"	"cutlass"	0	0.01	25	"Cars"	8
"601"	601	"female"	24	169.73	70.7	"yes"	"CCCC"	13	2	1	"Lewis Scot"	"cutlass"	1	0.68	0	"The Incredibles"	10
"602"	602	"female"	28	177.86	76.6	"yes"	"CCCC"	4	42	2	"Lewis Scot"	"sabre"	0	1.26	0	"Finding Nemo"	6
"603"	603	"male"	27	177.92	71.4	"yes"	"CCCC"	6	1	2	"Jack Sparrow"	"cutlass"	0	0.28	15	"Monsters, Inc."	13
"604"	604	"female"	31	166.32	76.9	"no"	"JSSFP"	6	1	3	"Jack Sparrow"	"scimitar"	1	1.84	0	"Inside Out"	7
"605"	605	"male"	17	183.73	70.9	"yes"	"CCCC"	9	3	1	"Anicetus"	"cutlass"	0	0.74	15	"Up"	5
"606"	606	"male"	28	167.22	68.2	"yes"	"CCCC"	9	5	5	"Jack Sparrow"	"cutlass"	0	1	17	"Finding Nemo"	17
"607"	607	"male"	30	160.45	57.2	"yes"	"JSSFP"	6	21	2	"Lewis Scot"	"cutlass"	1	0.34	15	"Inside Out"	4
"608"	608	"male"	23	195.42	86	"yes"	"CCCC"	10	22	1	"Jack Sparrow"	"cutlass"	1	0.53	23	"Toy Story 2"	13
"609"	609	"female"	33	160.26	68.7	"yes"	"JSSFP"	9	45	7	"Jack Sparrow"	"cutlass"	1	0.62	0	"Inside Out"	12
"610"	610	"male"	27	189.77	83.1	"yes"	"CCCC"	10	16	0	"Jack Sparrow"	"cutlass"	0	0.43	21	"Finding Nemo"	12
"611"	611	"female"	33	173.01	67.3	"yes"	"JSSFP"	4	47	7	"Blackbeard"	"cutlass"	1	0.12	1	"Up"	11
"612"	612	"male"	28	190.74	85.8	"yes"	"CCCC"	9	11	0	"Jack Sparrow"	"cutlass"	0	0.26	22	"Finding Nemo"	10
"613"	613	"male"	33	177.04	71.8	"yes"	"JSSFP"	8	126	0	"Lewis Scot"	"cutlass"	0	1.48	27	"Finding Nemo"	14
"614"	614	"female"	24	171.15	72	"yes"	"CCCC"	6	13	2	"Blackbeard"	"cutlass"	1	0.05	0	"Brave"	12
"615"	615	"female"	27	162.35	63.1	"yes"	"CCCC"	12	6	2	"Hook"	"cutlass"	1	1.04	0	"Monsters University"	11
"616"	616	"female"	38	151.56	56.8	"yes"	"JSSFP"	10	50	4	"Lewis Scot"	"cutlass"	1	0.53	0	"Inside Out"	11
"617"	617	"male"	29	163.31	62.6	"yes"	"CCCC"	6	5	0	"Jack Sparrow"	"cutlass"	1	0.03	17	"Inside Out"	10
"618"	618	"male"	23	166.26	69.7	"yes"	"CCCC"	6	3	7	"Jack Sparrow"	"cutlass"	0	0.29	13	"Finding Nemo"	11
"619"	619	"male"	34	184.16	75.9	"yes"	"JSSFP"	10	23	1	"Jack Sparrow"	"cutlass"	0	0.27	25	"Finding Nemo"	9
"620"	620	"male"	27	195.19	90.1	"yes"	"CCCC"	12	10	8	"Jack Sparrow"	"cutlass"	1	0.63	30	"Inside Out"	12
"621"	621	"male"	31	175.2	72.7	"yes"	"JSSFP"	6	23	8	"Jack Sparrow"	"cutlass"	0	3.29	19	"Finding Nemo"	7
"622"	622	"female"	35	170.44	64	"yes"	"JSSFP"	11	1	27	"Lewis Scot"	"cutlass"	1	0.21	0	"WALL-E"	9
"623"	623	"female"	19	163.18	65.6	"no"	"CCCC"	8	28	0	"Hook"	"sabre"	1	0.91	0	"Inside Out"	13
"624"	624	"female"	32	173.38	66.3	"yes"	"JSSFP"	6	35	0	"Edward Low"	"cutlass"	1	0.74	0	"Monsters University"	10
"625"	625	"female"	31	158.96	68.5	"yes"	"JSSFP"	4	18	7	"Blackbeard"	"scimitar"	1	20.68	0	"Inside Out"	13
"626"	626	"male"	18	178.09	81.1	"yes"	"CCCC"	3	8	1	"Jack Sparrow"	"cutlass"	1	0.12	15	"Monsters University"	7
"627"	627	"male"	23	185.46	79.3	"yes"	"CCCC"	8	17	1	"Jack Sparrow"	"sabre"	0	0.05	20	"Finding Nemo"	7
"628"	628	"female"	39	166.38	71.3	"yes"	"JSSFP"	6	8	1	"Anicetus"	"cutlass"	1	0.06	1	"Inside Out"	13
"629"	629	"female"	27	172.66	74.2	"yes"	"CCCC"	13	11	3	"Anicetus"	"cutlass"	0	0.47	0	"Up"	11
"630"	630	"male"	26	179.01	78	"yes"	"CCCC"	13	36	3	"Edward Low"	"cutlass"	1	0.11	23	"Inside Out"	14
"631"	631	"male"	30	188.83	84.8	"yes"	"JSSFP"	6	44	1	"Jack Sparrow"	"cutlass"	0	0.6	13	"Finding Nemo"	9
"632"	632	"male"	11	174.6	69.6	"yes"	"CCCC"	17	1	1	"Jack Sparrow"	"cutlass"	0	1.34	22	"The Incredibles"	6
"633"	633	"male"	30	163.83	67.5	"yes"	"CCCC"	10	4	4	"Jack Sparrow"	"cutlass"	0	0.07	23	"Up"	10
"634"	634	"male"	31	166.96	66.9	"yes"	"JSSFP"	13	13	2	"Jack Sparrow"	"cutlass"	0	0.4	15	"Finding Nemo"	14
"635"	635	"male"	13	168.38	62.9	"yes"	"CCCC"	15	4	2	"Blackbeard"	"cutlass"	1	0.52	28	"Toy Story 2"	7
"636"	636	"male"	24	184.35	85	"yes"	"CCCC"	8	36	1	"Jack Sparrow"	"cutlass"	0	0.64	24	"Finding Nemo"	8
"637"	637	"other"	23	168.94	60.2	"yes"	"CCCC"	15	12	4	"Jack Sparrow"	"cutlass"	0	0.73	31	"Monsters University"	14
"638"	638	"female"	27	150.98	56.5	"yes"	"CCCC"	3	135	12	"Edward Low"	"cutlass"	1	0.05	0	"Inside Out"	5
"639"	639	"female"	41	165.1	64.5	"yes"	"JSSFP"	18	66	0	"Jack Sparrow"	"cutlass"	0	0.58	0	"Cars 2"	9
"640"	640	"male"	34	187.88	81	"yes"	"JSSFP"	8	35	11	"Blackbeard"	"cutlass"	1	0.95	17	"Inside Out"	8
"641"	641	"female"	27	181.81	81.8	"yes"	"CCCC"	9	17	0	"Blackbeard"	"cutlass"	0	0.2	1	"WALL-E"	12
"642"	642	"female"	31	161.43	54.1	"yes"	"JSSFP"	9	1	6	"Lewis Scot"	"cutlass"	1	0.38	0	"Toy Story 2"	9
"643"	643	"female"	34	158.58	57.3	"yes"	"JSSFP"	10	1	2	"Lewis Scot"	"cutlass"	1	0.7	1	"Inside Out"	9
"644"	644	"female"	29	155.78	61.7	"yes"	"CCCC"	14	19	2	"Anicetus"	"cutlass"	1	1.26	0	"Up"	12
"645"	645	"male"	23	195.55	92.3	"yes"	"CCCC"	6	1	2	"Anicetus"	"cutlass"	0	0.91	9	"Up"	14
"646"	646	"male"	30	176.15	73.6	"yes"	"JSSFP"	11	5	1	"Jack Sparrow"	"scimitar"	1	3.91	20	"The Incredibles"	8
"647"	647	"female"	30	164.93	57.3	"yes"	"JSSFP"	11	22	1	"Blackbeard"	"cutlass"	0	0.1	0	"Finding Nemo"	12
"648"	648	"female"	33	162.86	67.7	"yes"	"JSSFP"	12	58	1	"Jack Sparrow"	"cutlass"	0	0.1	0	"Up"	7
"649"	649	"other"	32	160.56	65.1	"yes"	"JSSFP"	11	35	2	"Hook"	"cutlass"	0	0.95	25	"Toy Story 2"	11
"650"	650	"other"	33	153.08	50.9	"yes"	"JSSFP"	8	17	5	"Anicetus"	"cutlass"	0	0.63	17	"Finding Nemo"	8
"651"	651	"female"	44	159.67	62.7	"yes"	"JSSFP"	14	101	9	"Lewis Scot"	"cutlass"	1	0.76	0	"Up"	8
"652"	652	"male"	21	161.27	57.9	"yes"	"CCCC"	7	1	3	"Blackbeard"	"cutlass"	0	0.11	15	"Monsters University"	12
"653"	653	"female"	33	173.92	74.3	"yes"	"JSSFP"	14	11	2	"Jack Sparrow"	"cutlass"	1	1.03	1	"Monsters, Inc."	11
"654"	654	"female"	39	149.17	55.7	"yes"	"JSSFP"	8	30	1	"Lewis Scot"	"cutlass"	1	0.95	1	"Inside Out"	15
"655"	655	"male"	24	168.7	71.6	"yes"	"CCCC"	9	17	9	"Jack Sparrow"	"cutlass"	1	0.45	27	"Inside Out"	5
"656"	656	"female"	41	172.17	68.8	"yes"	"JSSFP"	15	94	9	"Lewis Scot"	"cutlass"	1	1.36	0	"Inside Out"	14
"657"	657	"female"	37	173.09	76.2	"yes"	"JSSFP"	8	14	7	"Lewis Scot"	"cutlass"	1	0.48	0	"Up"	12
"658"	658	"male"	23	192.26	94.5	"yes"	"CCCC"	9	91	1	"Jack Sparrow"	"cutlass"	0	0.88	15	"Finding Nemo"	8
"659"	659	"male"	26	193.96	91.4	"no"	"CCCC"	1	1	4	"Jack Sparrow"	"banana"	1	74.19	14	"Monsters University"	6
"660"	660	"male"	26	169.34	66.8	"yes"	"CCCC"	11	18	1	"Lewis Scot"	"cutlass"	1	0.03	25	"Inside Out"	11
"661"	661	"male"	29	176.01	74.3	"yes"	"CCCC"	9	6	1	"Jack Sparrow"	"cutlass"	0	0.49	15	"Finding Nemo"	14
"662"	662	"female"	32	169.65	74.4	"yes"	"JSSFP"	10	43	2	"Edward Low"	"cutlass"	1	1.18	0	"Monsters University"	10
"663"	663	"male"	15	179.46	77.3	"yes"	"CCCC"	12	21	2	"Jack Sparrow"	"cutlass"	0	0.38	23	"Finding Nemo"	14
"664"	664	"male"	18	169.81	71.4	"yes"	"CCCC"	5	51	1	"Jack Sparrow"	"cutlass"	0	0.76	28	"Up"	11
"665"	665	"male"	25	169.45	65.4	"yes"	"CCCC"	11	2	4	"Jack Sparrow"	"cutlass"	1	1.89	16	"Up"	15
"666"	666	"female"	28	170.65	67.3	"no"	"CCCC"	6	3	2	"Hook"	"sabre"	1	1.87	0	"Monsters University"	6
"667"	667	"male"	21	182.91	80.6	"yes"	"CCCC"	7	45	1	"Jack Sparrow"	"cutlass"	1	1.06	21	"Inside Out"	6
"668"	668	"male"	15	148.68	49.7	"no"	"CCCC"	7	26	0	"Jack Sparrow"	"scimitar"	1	0.51	22	"Up"	11
"669"	669	"female"	28	140.39	44.6	"yes"	"CCCC"	13	4	10	"Anicetus"	"cutlass"	0	0.1	0	"Brave"	11
"670"	670	"male"	22	170.11	69.5	"no"	"CCCC"	1	6	1	"Jack Sparrow"	"cutlass"	1	0.1	12	"Inside Out"	10
"671"	671	"male"	27	191.95	84.7	"yes"	"CCCC"	10	7	3	"Hook"	"cutlass"	1	0.26	23	"Inside Out"	9
"672"	672	"female"	21	162.6	61.5	"yes"	"CCCC"	8	1	2	"Hook"	"cutlass"	1	0.63	0	"A Bug's Life"	13
"673"	673	"female"	34	159.83	60.1	"yes"	"JSSFP"	9	138	1	"Hook"	"cutlass"	1	0.1	0	"Toy Story"	12
"674"	674	"female"	24	157.72	64.8	"no"	"CCCC"	3	101	4	"Hook"	"banana"	1	106.74	0	"Monsters University"	10
"675"	675	"female"	32	159.13	62.8	"yes"	"JSSFP"	8	57	3	"Anicetus"	"cutlass"	1	0.74	1	"Inside Out"	16
"676"	676	"female"	25	147.98	54.9	"yes"	"CCCC"	11	7	1	"Lewis Scot"	"cutlass"	0	0.19	0	"The Incredibles"	8
"677"	677	"male"	27	160.64	60	"yes"	"CCCC"	10	8	1	"Edward Low"	"cutlass"	0	4.22	8	"Finding Nemo"	13
"678"	678	"male"	30	189.52	89	"yes"	"JSSFP"	6	6	6	"Lewis Scot"	"cutlass"	0	0.07	20	"Finding Nemo"	11
"679"	679	"male"	24	160.54	57.3	"yes"	"CCCC"	10	26	2	"Jack Sparrow"	"cutlass"	0	0.79	25	"Up"	11
"680"	680	"female"	25	166.28	64.7	"no"	"CCCC"	5	16	5	"Lewis Scot"	"scimitar"	1	3.97	0	"Inside Out"	14
"681"	681	"female"	25	149.05	54.1	"yes"	"CCCC"	12	86	2	"Anicetus"	"cutlass"	0	0.27	1	"Cars"	11
"682"	682	"female"	34	177.88	77.2	"yes"	"JSSFP"	12	11	5	"Edward Low"	"cutlass"	1	0.03	0	"Inside Out"	6
"683"	683	"female"	30	163.22	67.8	"yes"	"JSSFP"	16	13	2	"Jack Sparrow"	"cutlass"	1	0.05	1	"Inside Out"	7
"684"	684	"male"	19	186.63	85.6	"yes"	"CCCC"	7	44	4	"Jack Sparrow"	"cutlass"	1	1.1	25	"Inside Out"	7
"685"	685	"male"	23	165.21	71.2	"yes"	"CCCC"	10	16	3	"Edward Low"	"cutlass"	1	0.28	17	"Toy Story"	11
"686"	686	"male"	22	182.73	76.1	"no"	"CCCC"	3	3	2	"Jack Sparrow"	"banana"	1	169.88	9	"Inside Out"	4
"687"	687	"male"	24	175.74	70.2	"yes"	"CCCC"	14	33	1	"Jack Sparrow"	"cutlass"	1	0.33	18	"Inside Out"	8
"688"	688	"female"	30	164.3	60.6	"yes"	"CCCC"	9	37	1	"Lewis Scot"	"cutlass"	1	0.65	0	"Inside Out"	11
"689"	689	"other"	23	178.24	72.4	"yes"	"CCCC"	9	9	1	"Blackbeard"	"cutlass"	1	2.09	18	"Monsters University"	11
"690"	690	"female"	32	156.46	53.4	"no"	"JSSFP"	11	10	2	"Blackbeard"	"sabre"	0	1.51	1	"Finding Nemo"	5
"691"	691	"male"	27	168.4	65.2	"no"	"CCCC"	4	11	11	"Jack Sparrow"	"sabre"	1	0.58	14	"Cars 2"	7
"692"	692	"female"	31	152.9	53.3	"yes"	"JSSFP"	10	41	12	"Hook"	"cutlass"	1	0.13	1	"Cars 2"	8
"693"	693	"female"	30	154.28	57.2	"yes"	"CCCC"	9	12	0	"Anicetus"	"cutlass"	1	0.22	1	"Up"	8
"694"	694	"female"	28	155.49	53	"yes"	"JSSFP"	11	62	3	"Blackbeard"	"sabre"	0	8.08	1	"Finding Nemo"	16
"695"	695	"female"	24	171.87	67.2	"yes"	"CCCC"	6	22	1	"Edward Low"	"cutlass"	1	0.29	2	"Inside Out"	13
"696"	696	"male"	28	182.34	78.8	"yes"	"JSSFP"	10	37	6	"Jack Sparrow"	"cutlass"	1	2.13	23	"Inside Out"	10
"697"	697	"female"	30	162.41	60.9	"yes"	"CCCC"	11	64	1	"Hook"	"scimitar"	1	4.46	1	"The Incredibles"	10
"698"	698	"female"	26	166.38	69.3	"yes"	"CCCC"	10	29	17	"Jack Sparrow"	"cutlass"	0	0.1	0	"Up"	8
"699"	699	"female"	24	159.75	61.2	"no"	"CCCC"	2	68	0	"Hook"	"banana"	0	12.58	1	"Up"	10
"700"	700	"male"	18	177.63	76.9	"yes"	"CCCC"	8	5	1	"Jack Sparrow"	"cutlass"	1	0.05	15	"WALL-E"	13
"701"	701	"other"	25	163.49	57.6	"no"	"CCCC"	5	46	3	"Lewis Scot"	"sabre"	0	3.74	16	"WALL-E"	13
"702"	702	"male"	27	181.46	75.9	"yes"	"CCCC"	12	20	3	"Jack Sparrow"	"cutlass"	1	0.22	24	"Inside Out"	8
"703"	703	"other"	32	187.61	89.3	"yes"	"JSSFP"	12	80	3	"Blackbeard"	"cutlass"	1	0.03	21	"Brave"	10
"704"	704	"female"	34	153.29	56.4	"yes"	"JSSFP"	10	23	6	"Edward Low"	"cutlass"	1	0.02	0	"The Incredibles"	11
"705"	705	"female"	46	163.56	60.2	"yes"	"JSSFP"	10	14	1	"Edward Low"	"cutlass"	0	1.2	0	"Monsters University"	11
"706"	706	"female"	27	161.69	62.9	"yes"	"CCCC"	13	58	0	"Anicetus"	"cutlass"	1	3.48	0	"Toy Story"	11
"707"	707	"female"	33	161.15	64.1	"yes"	"JSSFP"	13	0	5	"Blackbeard"	"cutlass"	1	0.21	1	"WALL-E"	16
"708"	708	"other"	29	165.81	68.7	"yes"	"CCCC"	8	1	2	"Edward Low"	"cutlass"	0	1.11	13	"The Incredibles"	15
"709"	709	"female"	32	162.11	59.8	"yes"	"JSSFP"	13	9	2	"Jack Sparrow"	"cutlass"	0	0.4	0	"Finding Nemo"	13
"710"	710	"female"	28	177.45	74.5	"yes"	"CCCC"	15	0	2	"Blackbeard"	"cutlass"	1	0.45	2	"Up"	12
"711"	711	"male"	31	177.72	76.9	"yes"	"JSSFP"	9	13	0	"Anicetus"	"cutlass"	1	0.13	19	"Cars"	8
"712"	712	"female"	36	164.93	64.9	"yes"	"JSSFP"	16	28	1	"Edward Low"	"cutlass"	1	0.47	0	"Cars"	14
"713"	713	"male"	20	164.98	63.3	"no"	"CCCC"	2	26	1	"Edward Low"	"scimitar"	0	15.3	13	"Brave"	11
"714"	714	"male"	23	174.99	76	"yes"	"CCCC"	9	3	4	"Jack Sparrow"	"cutlass"	1	0.21	23	"Inside Out"	11
"715"	715	"male"	19	176.9	74.3	"yes"	"CCCC"	11	1	0	"Jack Sparrow"	"cutlass"	1	0.12	15	"Toy Story 3"	9
"716"	716	"other"	26	171.33	69.3	"yes"	"CCCC"	16	1	1	"Blackbeard"	"cutlass"	1	0.94	34	"Brave"	8
"717"	717	"female"	36	172.95	78.4	"no"	"JSSFP"	5	31	0	"Lewis Scot"	"banana"	1	2.93	0	"Cars 2"	12
"718"	718	"female"	32	155.31	61.9	"no"	"JSSFP"	5	139	2	"Blackbeard"	"banana"	1	60.13	0	"Up"	9
"719"	719	"female"	23	143.47	49.6	"yes"	"CCCC"	8	5	2	"Edward Low"	"cutlass"	1	1.89	2	"Inside Out"	13
"720"	720	"male"	24	170.63	78.7	"yes"	"CCCC"	6	19	0	"Jack Sparrow"	"cutlass"	0	1.18	15	"Cars 2"	9
"721"	721	"male"	28	165.89	62	"yes"	"CCCC"	8	26	1	"Jack Sparrow"	"cutlass"	1	0.41	18	"Monsters, Inc."	11
"722"	722	"female"	26	188.11	80.4	"yes"	"CCCC"	10	8	2	"Lewis Scot"	"cutlass"	1	0.33	0	"Inside Out"	7
"723"	723	"male"	24	168.15	74.4	"yes"	"CCCC"	13	20	2	"Anicetus"	"cutlass"	1	0.92	25	"Inside Out"	8
"724"	724	"female"	31	161.87	65	"yes"	"JSSFP"	10	30	1	"Anicetus"	"cutlass"	1	0.36	0	"Inside Out"	8
"725"	725	"male"	19	184.24	82.4	"yes"	"CCCC"	8	2	0	"Jack Sparrow"	"cutlass"	1	0.11	10	"Inside Out"	21
"726"	726	"male"	24	177.35	73.9	"yes"	"CCCC"	10	58	2	"Jack Sparrow"	"sabre"	1	1.18	8	"Inside Out"	14
"727"	727	"male"	23	149.67	50.8	"yes"	"CCCC"	13	88	2	"Jack Sparrow"	"cutlass"	1	0.15	26	"Up"	9
"728"	728	"female"	22	153.69	51.6	"yes"	"CCCC"	11	2	2	"Blackbeard"	"cutlass"	1	0.06	0	"Inside Out"	12
"729"	729	"other"	27	178.26	83.1	"yes"	"CCCC"	10	9	0	"Hook"	"cutlass"	0	0.31	13	"Monsters, Inc."	10
"730"	730	"female"	24	148.61	54.3	"yes"	"CCCC"	13	23	1	"Jack Sparrow"	"cutlass"	1	0.78	1	"Inside Out"	11
"731"	731	"female"	31	153.31	54.4	"yes"	"JSSFP"	16	17	3	"Blackbeard"	"cutlass"	1	0.05	0	"Up"	9
"732"	732	"male"	20	169.84	69.9	"no"	"CCCC"	3	2	1	"Jack Sparrow"	"banana"	1	30.45	11	"Inside Out"	14
"733"	733	"male"	25	189.06	87.6	"yes"	"CCCC"	10	14	1	"Jack Sparrow"	"cutlass"	1	0.61	16	"The Incredibles"	7
"734"	734	"male"	28	185.51	89.2	"yes"	"CCCC"	7	19	4	"Jack Sparrow"	"cutlass"	1	0.36	21	"Toy Story"	14
"735"	735	"female"	24	179.7	76.7	"yes"	"CCCC"	7	31	2	"Blackbeard"	"cutlass"	1	1.02	0	"WALL-E"	13
"736"	736	"female"	26	161.2	63.3	"yes"	"JSSFP"	4	30	3	"Hook"	"cutlass"	1	0.15	0	"The Incredibles"	10
"737"	737	"female"	39	168.21	66	"yes"	"JSSFP"	7	12	2	"Lewis Scot"	"cutlass"	0	1.4	0	"Monsters University"	11
"738"	738	"male"	23	153.65	51	"yes"	"CCCC"	5	3	4	"Jack Sparrow"	"cutlass"	0	0.59	20	"Finding Nemo"	10
"739"	739	"male"	25	182.71	89.1	"yes"	"CCCC"	13	25	2	"Jack Sparrow"	"cutlass"	1	1.62	20	"Inside Out"	17
"740"	740	"female"	28	175.89	72.4	"no"	"CCCC"	1	1	2	"Edward Low"	"sabre"	0	2.72	0	"Finding Nemo"	10
"741"	741	"female"	26	172.2	73.6	"yes"	"CCCC"	11	7	3	"Jack Sparrow"	"cutlass"	1	0.41	1	"Inside Out"	5
"742"	742	"male"	39	157.72	61.6	"yes"	"JSSFP"	8	3	1	"Jack Sparrow"	"scimitar"	0	2.46	18	"Finding Nemo"	16
"743"	743	"male"	34	163.46	59.5	"yes"	"JSSFP"	12	41	1	"Anicetus"	"cutlass"	1	0.12	18	"Monsters, Inc."	11
"744"	744	"female"	34	166.6	69.3	"yes"	"JSSFP"	11	3	2	"Anicetus"	"cutlass"	0	0.94	1	"Finding Nemo"	5
"745"	745	"female"	31	154.81	59	"yes"	"CCCC"	14	3	1	"Anicetus"	"cutlass"	1	0.33	0	"Inside Out"	11
"746"	746	"female"	39	192.84	86.3	"yes"	"JSSFP"	12	19	1	"Edward Low"	"cutlass"	1	0.51	1	"Monsters University"	8
"747"	747	"male"	23	188.65	87.3	"yes"	"CCCC"	8	14	3	"Jack Sparrow"	"cutlass"	0	1.83	5	"Finding Nemo"	12
"748"	748	"female"	26	160.9	61.3	"no"	"CCCC"	6	90	5	"Blackbeard"	"cutlass"	1	0.42	0	"Inside Out"	7
"749"	749	"male"	21	180.78	75.4	"yes"	"CCCC"	9	4	11	"Jack Sparrow"	"sabre"	1	5.64	18	"Inside Out"	8
"750"	750	"female"	31	155.42	62.2	"yes"	"JSSFP"	10	13	11	"Jack Sparrow"	"cutlass"	1	1.43	0	"Inside Out"	7
"751"	751	"female"	29	157.6	59.5	"yes"	"JSSFP"	6	11	5	"Lewis Scot"	"cutlass"	0	0.82	0	"Finding Nemo"	9
"752"	752	"female"	28	151.81	54.9	"yes"	"JSSFP"	5	59	0	"Lewis Scot"	"cutlass"	1	0.24	0	"The Incredibles"	7
"753"	753	"other"	29	171.45	67.8	"yes"	"CCCC"	11	3	1	"Edward Low"	"cutlass"	1	0.41	9	"Inside Out"	11
"754"	754	"other"	22	181.8	82.1	"yes"	"CCCC"	9	30	8	"Hook"	"cutlass"	0	0.64	9	"Monsters, Inc."	13
"755"	755	"female"	22	154.62	57.3	"yes"	"CCCC"	13	42	2	"Edward Low"	"cutlass"	0	0.04	0	"Up"	6
"756"	756	"female"	29	152.83	60.3	"yes"	"JSSFP"	13	22	5	"Lewis Scot"	"cutlass"	0	0.37	0	"Finding Nemo"	12
"757"	757	"male"	28	172.5	66	"yes"	"CCCC"	5	28	1	"Jack Sparrow"	"cutlass"	1	0.34	25	"Monsters, Inc."	14
"758"	758	"male"	26	177.6	78.9	"yes"	"CCCC"	11	4	1	"Jack Sparrow"	"cutlass"	1	0.07	24	"Inside Out"	11
"759"	759	"male"	22	171.86	74.3	"no"	"CCCC"	4	33	0	"Jack Sparrow"	"banana"	1	21.12	11	"Inside Out"	15
"760"	760	"male"	29	180.31	79	"yes"	"CCCC"	17	106	2	"Jack Sparrow"	"cutlass"	1	0.07	26	"Inside Out"	10
"761"	761	"female"	33	146.31	49.4	"yes"	"CCCC"	11	5	6	"Blackbeard"	"cutlass"	1	0.38	0	"Inside Out"	13
"762"	762	"male"	30	143.93	47.4	"yes"	"CCCC"	11	26	2	"Jack Sparrow"	"cutlass"	1	1.58	15	"Inside Out"	11
